Story_ID,Q,A
3337,mwalimu wefu owa sayansi arulanga ena,butula
3337,khubera sina khueyanga tsikilasi,khube nende bufai khumubiri
3337,nomanomanga lusungo sina,olumarachi
3337,mosx omox ari nende emiika kinga,ekhumi nende kidaru
3337,ndi nende emiika kinga,ekhumi nende kidaru
3337,mwalimu wefu wa ikilasi alanwa wina,perx mulx
3337,khubeera tsina ndeenya khusoma nende amaani,khunyola maksi mia tsine nibidinyu
3338,"olumarachi ni sindu sia ,du ahoere ",alomalome
3338,mzee waye ajama huruka si ,aina ya tsiolo
3338,esie nende abandu ba ingo khumanyikhe nende erira sina,onyango
3338,inzofu yaliikonere ena,asiwa musala mayifu
3338,khubera sina abamarachi bakhera ebisolo,bibarereranga inganga
3338,olumarachi ni sindu sia mundu akhoyere akhole sina,alomalome
3338,omumarachi anyola sina khurula khu tsingokho,amabuyu
3338,tsisolo tsirie tsimala huhula,tsinendi
3338,ingokho ikusubuanga tsishilingi tsinga,makhumi imia nende esindu
3338,maranga ahaire kukola si eria,kuharalo
3341,ndeebulwa mulukongo sina,ebumarachi
3341,khare khwari nende orusolo runga,rubiri
3341,orusolo rwamenyaga ena,musino
3341,abana ba ifisi beebanga sina,amabere
3341,khubeera sina ifisi yiira ng'ina,siduyu siamubatsirisia
3344,olumarachi  ni si,lusungo olwa bamarachi
3344,mukaunti si khulinende bamarachi bangi,busia
3344,ikaunti ya nairobi ikholere sina kwa bamarachi ,yabajirisia
3344,abamarachi benya khuba si,matajiri
3344,olumarachi ni luluga lwa bandu banga,banji
3344,ikaunti ya nairobi ikhorere sina khu bamarachi,yabajirisia
3345,olumarachi lusungwangwa nende wina,abaluhya
3345,abaluhya balomalomanga olumarachi balulanga ena,ebumarachi
3345,olumarachi lusungwangwa ena,mudala
3345,ena owa baalimu bakhaya abandu khusunga olumarachi,musikuli
3345,mpaka mundu akelerwe endie nde mundu amanya lumarachi ,akesivuwe
3345,olumarachi ni luluya lulomwalomwa nende baluya barulae,vumarachi
3345,ni si hudeha husunga ,vidinyu
3345,alafu handi ndihua si,ndindi
3345,inyala ndala kose tsibiri no si mahua kiasi,odirire
3345,khubera sina omwandiki yakheendesia khulomaloma olumarachi,mwekesi waye yakhaya
3345,inyanga ndla kose tsibiri ni makuawa kiasi,odirire
3348,somanga musikuli sina,bukati
3348,ndulanga mulukongo sina,nyabera
3348,olumarachi ni olusungo lwa wina,beebusi bange
3348,khukhu wange yeebulwa ena,bumarachi
3348,khubera sina ndajama sisomero siange esia bukati,nyoolanga amasomo
3348,khukhu yeebulwa ena,bumarachi
3349,olumarachi ni olusungo lwa wina,abeebusi bange
3349,omwandiki alangwa mbari wina,everlyne ogolla
3349,abanduu banga basunganga olumarachi,bangi
3349,abandu banga abalomalomanga olumarachi,abandu bangi
3349,khubeera sina everlyne asunganga olumarachi,baruo ababdu bakorua oluswairi
3349,mumeera kange baananga wina,everlyne ogolla
3349,sunganga lulimi sina,lumarachi
3349,everlyne yamanya olumarachi khutsakira yena,mubutiti buaye
3349,bikha birina ebia abandu balomalomanga olumaratsi luong'ane,khare
3349,khuluasina ebureka befwe abandu bangi basunganga lumarachi,beelanganga mbari abamarachi
3351,nibatsia mulukongo banyorere si,bandu bangi
3351,nibarire keki si,indai
3351,anyole wina yehale asi we msala,vevusi
3351,wina yawarere vyakuria vilai,babu wao
3351,wina amkurire tsiuniform,hotsa
3351,wina yabarerere viakhuria bilai ,babu wao
3352,oyo atsia kuvusia wi banywe ichai,vevusi
3352,ari yenya kutsia yakhole si,yesava inafasi
3352,ajitayarisia na kubukula si,vitavo
3352,achaka sina saa kumi,lukendo
3352,yari ena saa mbili,msiro
3352,oyo yathia khubusia wina vangw'e ichai,vevusi
3352,yetayarisia nabukula si,vitavo
3356,lusungo lwa omwaandiki ni olurina,olumarachi
3356,inono ya mwandiki ni eirina,omufofoyo
3356,abandu balamanga ena,mukanisa
3356,olumarachi ni lusingio lwa wina,oluefu
3356,khubeera sina omwandiki yajama olumarachi,ni lusungo luabwe
3359,eriira riange ni wina,mishell
3359,musikuli khokholanga sina,khusomanga
3359,khusomisibuanga nende wina musikuli,baalimu
3359,khusomeranga yena,musikuli
3359,khubeera sina lumarachi niludinyu,mamange khasiyaanjekesia khaba
3361,olumarachi ni lugha si,lwefwe
3361,khuri nende bandu si bamarachi lakini bamenya lumarachi,kuriwo
3361,ng'ina omwandiki adeekhanga itsai nende sina,maandasi
3361,bari nende wi,bebusi
3361,wina alomaloma marachi naye,baba waye
3361,khusunganga olumarachi ena,mudala
3361,marachi bafuma lukari khusina silayi,lukhayo 
3361,marachi hufuma sana ena ,miukogo
3361,omwandiki ni omundu sina,omumarachi
3361,khubeera sina khusunganga olumarachi,lukeranga nikhuuririsania nende abandu
3362,oyo anangirwe wi,ezei
3362,wina ahubirwe si,imbaha
3362,msivitali vakurira si,misala
3362,mkutano ibeere ena,mkanisa
3362,oyo aloma lumarachi nde wi,mhana wefu
3362,musivitali bakurire si ,misala
3364,inyanga lwa khasindakhebirire lwaba inyanga sina,oluakhusasaba
3364,khuaba munyumba ya khotsa nikhulola sina,ing'ang'arira
3364,abaandu banga ababa khusiribua,abandu bangi
3364,khuluasina abandu baba nibeetsule khusiribua,omundu yaba afwire
3364,khubera sina baba nibakonisye omundu asi,yari naafwire
3365,eriira riange rilangwa wina,lavenda juma
3365,lukongo lwabu lavenda juma ni ena,nyapera
3365,samwana lavenda akholanga mirimo sina,ekia khurima
3365,lavenda baruka tsing'ombe khu ndalo tsiweka tsinga,20.5
3365,khubera sina khuatsia owa khotsa,khumukendera
3365,erira riange ni wina,lavenda juma
3365,lavenda juma alulanga lukongo sina,nyapera
3365,ng'ina lavenda ni wina,kalafa akinyi
3365,khuatsia khukendera wina,khotsa
3365,khuatsia owa khotsa khubera sina,khumukendera
3365,khubeera sina lavenda asaba abandu balomelome olumarachi,ni olusungo lulayi
3368,khuri khutsa khuiba sina,mizabibu
3368,wiina yaamborera mbari ndareebanaga,mama
3368,inyanga lwa khasindakheebirire luaba inyanga sina ,oluakhune
3368,mhana wefu yakula mizabibu ena,khusiiro
3368,"olwa khuamala khuiba mizabibu, khuerukha endie",khuatsia khusiiro
3368,wina yamborea mbu ndirebananga ,mama
3370,olumarachi ni lwa wina ,bamarachi
3370,olumarachi luri nende si tsinyingi,tsinono
3370,tsinono silala ni kama si,abafofoyo
3370,kuri nende ikanisa si,ya batakatifu
3370,inyanga si ominarachi wa baluhya yetsa,indi
3370,inono ndla ni kama si ,abafofoyo
3373,memera anangwa wi,carox
3373,luluga luno lwarulana na wi,bakuka
3373,lumarachi lwakhonya abakhana khutsia khukhola sina,khudekha
3373,oyo achaka kuria si,biakhulia
3373,abola alaria sina tsiosi,chinjugu
3373,khumera nagwa wina,carox achx
3373,carox aula mulukongo sina,nyapera
3373,luluya ni lusungo lwa wi,lwawamama
3373,oyo yatsia khuria si ,biakhulia
3373,khura sina siduyu siakalukha mundalo ya mukofu,khasikhaba nisiikure khaba
3373,carox alura mulukongo sina,nyapera
3373,khuari nende esimuna nende omukofi riina,khare
3373,khuvera sina siduyu siakalukha mudala lia kukhu,nisiikure khaba
3374,omukofu yari nende sina,indalo
3374,kahre omukofu yariiwo nende wina,siduuyu
3374,alibaha sina ,lidoi
3374,akaluhe mu si,mdala
3374,siduyu anywetsanga si,bwelo
3374,yari inyanga ndala ya si,luliluo
3374,bari omukofu nde wi,siduyu
3374,yebakha sina ,lidoi
3374,siduyu siatsa khuraka stinjugu ena,mundalo
3374,khubera sina siduyu sieba tsinjugu,kahsisyaraka tsinjugu khaba
3374,siduyu siatsa khuraka sina,tsinjugu
3377,ndajama khulomaloma lusungo sina,lumarachi
3377,shax atix ari nende emiika kinga,13
3377,sharon yeebulwa ena,bumarachi
3377,sharon alulanga lukongo sina,bumarachi
3377,alomaloma lumarachi miakak si,kiasi
3377,mumera anangire wi,sharon
3377,shax atix ari nende mika kinga,13
3377,ari nende miaka tsinga,ekhumi nende kidaru
3377,ajama kukhola si,kulomaloma
3377,khubera sina lydia alaendelesya khulomaloma olumarachi,yalujama lukari
3377,khumeera nangwa  wina,shax atix
3377,oyo ajama si,lumarachi
3377,shax atix ari nende emiika kinga,ekhumi nende kidaru
3377,ni wiina owalonga sialo,nyasaye
3377,sharon alomalomanga endie olumarachi ni khasiyeebulwa ebumarachi,yekesibwa khulomaloma
3377,khumera naangwa wina,shax atix
3380,khumera baananga wina,lidx akix
3380,lidx akix arulanga yena,butula
3380,omusiani wabwe yafwa omwosi sina,8
3380,musiani wabu lydia yafwira yena,nairobi
3380,khubeera sina lydia barula nairobi nibalira,bari nibakingire mubiri kwa musiani wabwe
3380,lidx akix alula lukongo sina ,butula 
3380,rifua ria musiani wefu riaba muosi sina,munane
3380,musiani wabu lidx akix yafwira ena,nairobi 
3380,khubera sina abandu baba nibarira nikhurula nairobi,omusiani yari naafwire
3380,omusiani wabwe lydia yafwa omwosi sina,okwa munane
3380,khumera naangwa wina,lidx akix
3385,lumarachi lulomwalomwa nde wi,bamarachi
3385,oyo nde mama waye batsia ena ,eldoret
3385,niba nina si,imutoka
3385,bari iula saa tsinga ,saa kumi nende tsibiri
3385,mama arula nde wi,hotsa
3387,wina abeekhonyeranga olumarachi,abamarachi
3387,abamarachi bamenya ena,ebumarachi
3387,ni wina abakororue khulomaloma lusuairi nende lusungu,abakofu
3387,wina abari nibakorwa oluswairi khare,abakofu
3387,khubera sina sai khasibienyekhana olomalome lumarachi musikuli,abandu basomananga mulusungu nende lusuairi
3387,olusungo sina olulomalomerwa,olumarachi
3387,olumarachi lulomwalomwanga yena,ebumarachi
3387,olumarachi lulomwalomwanga nende tsimbia tsiamenya ena,bumala
3387,khare abandu basunganga olumarachi nibakhola sina,nibasoma
3387,khulwasina bana benyanga khurumihira lumarachi musikuli,khasiluekesibuanga
3387,khuubera sina abana beibanga jgurumikhira lumarachi musikuli,khasiluekesibuanga khaba
3388,mulukongo wao bari nde wi,mukofu
3388,vamwiiiira ena,msivitali
3388,mulukongo olo sina simkholere ,afuire
3388,vandu si vari nende huzuni  mdala,vasavi
3388,vakofu vavole vamarachi vakhole si,vajamane
4224,omukhulundu sina owainisia amalako ka korona musibala sia kenya,uhuru kenyatta
4224,korona bualura musibala sina,china 
4224,korona ni bulwaye buri burie,bumanu lukari
4224,omuyaka kwa korona kurulananga nende sina,butsafu
4224,koronya yanyaasia endie amasomo,basomi beekhala mudala 
4226,obulwaye bunangirwe si,korona
4226,obulware bwarula sialo si,china
4226,bulwaye buno bwatema si,msialo siosi
4226,khusunga obwadodo buno ni,obulware
4226,babole barire si ,biakhuria ebirera amami
4227,omuruki sina owafua khubeera obutsitsi bwa korona,magufuli
4227,buluare bwa korona burera makhua sina,amabi
4227,buluare bwa korona bwalura yena,china
4227,buluare bwa korona bwera abandu banga musibala sia kenya,abandu bangi
4227,korona yakhole endie amasomo kakalukhya inyuma,bikuli bairi nibiikalwe
4228,buluare bwa korona bukholere malayi khushira sina,amabi
4228,sina esiabadilishwa mubikuli,ikalenda
4228,abandu banyola sina khululana nende korona,amapesa
4228,korona buatsaka omwika sina,2019
4228,obulware bwa korona buakhonya endie abaana bakhera khuikhala mudaala ,bikuli biafungwa nibadonga mumadala
4228,korona buatsakira yena,buindi
4228,buluare bwa korona buakhonya abana abajama khuikhala yena,mudala
4228,abaana bakhana bangi banyola sina ebikha bia korona,tsinda
4228,ebikha bia korona abandu banyola tsisende tsia khukhorera sina,khusomesya abaana musikuli
4228,buluare bwa korona bwatsaka omwika sina,2019
4228,khubeera sina ikalenda yakalukhanisibwa,bikuli biari nibiikale khu bikha bilayi
4228,buluare sina obulomalomerwe ,korona
4228,abaana bandi bakhana banyola sina ebise bia korona,tsinda
4228,olwa khwakobola musikuli ikalenda yari niikhorerwe yende,niikalukhasibwe
4228,abandu banyola endie amapesa ebikha bia korona,khukusia tsimaski
4231,kuri mwaka kwa elfu tsinga ,ishirini
4231,wina abatangasia ihali eya khaari mukenya,abeemeresi ba bulamu
4231,omundu ari nende korona ni hatari khu abandu sina,abandu babula korona
4231,korona buatsaka omwika sina,2019
4231,weenyekhana khusaba endie ebikha bia korona,khusaba nende amatsi karonya
4231,obulware bwa korona buakhola malayi khushira sina,mabi
4231,buluare bwa korona bukholere amakhua malayi khushira akarina,amabi
4231,ni wiina abataangasia mbari korona yakhaba indulu,abeemeresi
4231,abeemeresi batangasia mbari korona yakhaba indulu omwosi sina,kokwa khudaru
4231,khubeera sina beemeresia baatangasia mbari korona yakhaba indulu,obuluare buari nibwakhoola kenya
4231,obulware bwa korona bukholere amakhua sina,malayi
4231,avatangasia uhuchaka khwa vulware si ,korona
4231,mushiva vuachaka khukhola si,huira vandu
4231,kuri mwika kwala elfu si,tsiviri
4231,mundu anyorehana nde si,virusi
4233,obulware buno ni obulware bwa si,korona
4233,korona bwarula ena,china
4233,wina atangasie obulware bwa korona,muhongo kwa usafi
4233,muhongo bwa si abola bulware buni kamasa ihoma,sialo
4233,serikali yavola vandu vafuale si,tsibarakoa
4233,mukhungo kwa si kwabola bulwaye buno buri sa nga ikhoma ,sialo
4234,buri obulware si,korona
4234,ovulware vuno varisanga si ,myaka
4234,vasomi vari ena,huchitabu
4234,batsie mkanisa kweli,dawe
4234,vavola vando vasave si,mikhono
4236,obuluare bulomwalomakho ni buluare sina,korona
4236,korona bwatsaka mwika sina,2019
4236,korona bwatsakira ena,china
4236,abandu nibarumukhiranga amatsi nende sina khesaba,isabuni
4236,korona bukholanga endie mundu,bunyasianga ingira ya khuyera
4237,buri obulware si ,korona
4237,obulware bwaruria ena,china
4237,sikuli siakhola si,vifungwe
4237,rais abola baana behale ena ,mdala
4237,vandu vakose si,kasi/mirimo
4240,nolalonda amalako ka korona bakhukoba yena,muuseli
4240,ni wina abalakhudira noolalonda amalako ka korona,abasikari
4240,buluare bwa korona bualura musibala sina,china
4240,korona buatsaka omwika sina,2019
4240,khubeera sina abasikari baba abalulu,abandu sibalondanga amalako khaba
4242,vulware vunangirwa si ,korona
4242,vuchakire mwesi si,kwadaru
4242,wina abola vikuli vifungwe,omuruchi
4242,banafunzi vakaluha ena,mumadala
4242,omuruchi tangasie sina sifungwe tena,tsikanisa
4242,vulwaye bualangirwa si,korona
4244,okhoyere osabe sina noleenyanga khunyola korona,mikhono
4244,korona buitsa mukenya khurula yena,china
4244,korona buatsaka mwika sina,2019
4244,buluare bwa korona bwatsaka omwika sina,2019
4244,khubera sina korona ni bumanu,buanyasia inganga nende masomo
4244,tsimaski tsifunikhanga sina,omunwa
4244,tsimaski beefualanga yena,khumunwa nende moolu
4244,omuruki sina owainia amalako ka ebiiro khuikalwa,uhuru kenyatta
4244,korona bualura sibala sina,china
4244,omukhulundu uhuru yainisia amalako khubeera sina,khunyaasia khulangala khwa korona
4247,kwali omwosi si,kwadaru
4247,wina atangasie buluare bwa korona,omuruchi
4247,omuruchi atangasie si,bikuli bifungwe
4247,bandu bangi bakhole si,bafwa
4247,korona bwakira kwakosia bandu si,bahongohongo
4247,buluare bwa korona bwatangasibwa nende wina ,omuruchi
4247,korona buakira khwakosia bandu si ,bahongohongo
4249,inyanga ndala ndari ena,khungira
4249,ndari khungira niijia ena,khusikuli
4249,korona bualura musibala sina,china
4249,korona buatsaka omwika sina,2019
4249,khubera tsina khasiookhoyere odire bindu noolapangusisie,onyala wanyola obuluare bwa korona
4250,buluare sina obwetsa musibala sia kenya,korona
4250,abandu bakhoyere beesabe nende sina,isabuni
4250,korona bwira abandu banga,abandu bangi
4250,korona buatsaka omwika sina,2019
4250,khubera sina obulamu buari budinyu bise bia korona,burishindu sianina
4250,abandu beesabe nende sina,isabuni
4256,nibatangasia khubao okhwa korona khuri khuepanganga hutsia ena,musikuli
4256,buluare sina obweera abandu bangi,korona
4256,ni wina owabola mbari bikuli biikalwe,mwemeresi wa bulamu
4256,korona yatsaka omwika sina,2019
4256,khubeera sina mwemeresi wa bulamu yeekala bikuli,khunyasia khusalana khwa sikoko sia korona
4256,mwemeresi wa bulamu yeekala bikuli khubeera sina,korona
4257,vulware vwa korona ni si ,vuvi
4257,vwetsa nwesi si,kwadaru
4257,yari inyanga ya si,isikuli
4257,wina yetsire kutangasi mparedi,mwalimu mkuu
4257,vulwaye vuahaya kukhola si,kuvua
4257,bwenza mwesi si,kwadaru
4257,bulwaye buakhaya khukhola si,kuvua
4260,ni wiina osikhanga obuluare,dakitari
4260,dakitari asirikhanga buluare sina,korona
4260,buluare bwa korona buatsaka omwosi sina,omwisi kwa tisa
4260,korona bualura musibala sina,china
4260,khubeera sina abandu beefuala ebikamata bia khumoolu,baranyola obuluare bwa korona
4260,ne wina osirikhanga buluare bua korona ,dakitari
4262,obulware ni bwa si,korona
4262,bwarula sialo si,china
4262,kwabera  mwesi si,kwadaru
4262,obulware bwakira wi,omuruchi
4262,sina sifungwa tsiosi,tsikanisa
4262,bulwaye buakhira wi,omuruchi
4264,khare abandu baritsanga buluare sina,ikhoma
4264,obuluare bwa korona bukhorere makhua sina,amakhua malayi
4264,buluare bwa korona buatsakira musibala sina,china
4264,balware bwa korona bakhoyere bedonge yena,mumadala 
4264,khubeera sina abndu babula esia khukhola vise bia korona,miromo kiikalwa
4264,abandu baritsanga buluare sina,ikhoma
4265,korona bwarula hena,china
4265,basafari kumpaka si,kisumu
4265,ovulware vunangirwa si,korona
4265,yari itare si,19
4265,mnendi msialo si,kenya
4265,korona buarula sialo si,china
4265,bulware vunendi vuirire wi,vandu
4265,bulwaye bualangwa si,korona
4265,kuri tarehe si,ekhumi nde sita
4265,magufuli yavola vandu vafuale si,sirega
4265,mama banga bari nende korona ,mulala
4265,sina syafungwa,tsikasi
4265,mama nende baba bari nende si ,mulala
4269,buluare bubi ni buluari sina,korona
4269,obuluare bwa korona bwiranga wina,abandu
4269,obulware bwa korona buatsaka omwika sina,2019
4269,inyanga ndala korona buera abandu banga,2020
4269,khubeera sina abandu bafwa bga tsingokho,khubeera baba nebde korona
4273,buluare sina obulomalomerwenga,korona
4273,buluare bwa korona bualura ena,china
4273,abandu banga abafwa khubera korona,abandu bangi
4273,buluare bwa korona bwatsaka mwika si,2019
4273,khuera sina serikali yabola mbari bikuli bifungwe,khupungusya buluaye bwa korona khulandala
4273,nori nende korona weefuala sina,tsimaski
4273,serekali yaboola mbari abaandu beefwale sina,tsimaski
4273,abandu bafwa khubera sina,korona
4273,korona buatsaka omwika sina,2019
4273,khubeera sina abandu beefuale tsimaski,okhonya bandi baranyola korona
4273,weefuala sina nori nende korona,tsimaski
4273,abandu bakhoyere beeme are burambi bwa tsimita tsinga,tsibiri
4274,kwali mwaka kwa makumi si,kaviri
4274,kwakira vandu si,vamanyanga makhuwa
4274,babole vandu vafuale si,ibarakoa
4274,bulwaye vyaruhonya vana si,vyaskuli
4274,vasava wina abakhonye ,were
4276,buluare buno buri nende bikoko sina,korona
4276,obulware bua korona bwakhola burie abandu,bweera abandu
4276,buluare bwa korona bwalura musibala sina,china
4276,omukhana mulayi yari nende abeebusi abarula yena,nairobi
4276,khubeera sina abasikari batsaka khurumikhira tsibomu,khuinisya amalako ka abandu khuba munyumba
4276,obulware si bweera abandu,korona
4276,abeebusi bwa omukhana mulayi barula yena,nairobi
4277,bulware sina obulomalomerwenga,korona
4277,bulware bwa korona bukhorere amalayi khushira sina,amabi
4277,bularwe bwa korona bwalura musibala sina,china
4277,okhoyere weesabe mikhono noorumikhira sina,isabuni
4277,khubeera sina okhoyere osabe mikhono noorumikhira isabuni,khuira ebikooko bia korona
4277,weesabe mikhono nende sina,isabuni
4278,nu buluare sina obukhorere amakhua malayi khushira amabi,korona
4278,buluare bwa korona bufuanana nende sina,ihoma
4278,buluare bwa korona bwtsaka omwika sina,2019
4278,korona bualula mus sialo sina,china
4278,khubeera sina korona iri nende bulayi,yakharuekesia abindu bisabi bilayi
4278,korona buarura hena,china
4279,obulware bukholele sina ,mahua mala
4279,obulware bwachaka mwaka kwa si,2019
4279,khulura sialo si,china
4279,vandu vehale ena ,mdala
4279,vandu vafuale si,tsimaski
4279,bwachaka mwaka kwa elfu si,haviri nende ekhumi na tisa
4279,obulware bwalura sialo si,china
4280,ni buluare sina obulomalomerwanga,korona
4280,buluare bwa korona bualura ena,china
4280,buluare bwa korona bwatsaka mwika sina,2019
4280,korona bwalura mu siabala sina,china
4280,khubera sina korona iri nende obulayi,yakerere khuamanya ebindu bingi
4280,buluare sina obukhorere amalayi khutsira mamaanu,korona
4280,buluare si bualura china,korona
4280,bulurare bwa korona bwalura mu sibala sina,china
4280,khubeera sina korona iri nende amalayi khushira amaanu,yeekesie abaandu khuerinda
4280,korona buakhakhonya abandu khumanya sina,tsikasi
4280,wina oweemba olwimbo lwa korona,salome wairimu
4280,korona bwatsaka omwika sina,2019
4284,ing'ombe ni isolo ya makulu singa,kanee
4284,ing'ombe ilondehana nde sina,tsifaida
4284,ifaida ya kwa ni si,mabere
4284,mundu ari nende tsing'ombe syakosa si,mapesa
4284,ing'ombe iruveresiangia si ,inyama
4284,ing'ombe ni isolo ya si,makulu kanee
4284,ifaida ya kwanza ni si,mabere
4286,ing'ombe ni si,isolo
4286,sirukwanga nde wi,bandu bangi
4286,abandu basyama ena,lukari
4286,ing'ombe iluberasanga si,mabere
4286,sina siya ing'ombe ni msala,amabanga 
4286,eing'ombe ni si,siruki
4286,abandu basichama indie,lukari
4290,omundu khuba  msialo mno ni kubera si,nyasaye ya yalonga
4290,omundu yalongwa ni yetsa ena ,msialo
4290,nori msialo okhonya si,okhuluka einyanga ya saba
4290,no orula muikelesia okhoya kakola si,mirimo
4290,einyanga erori muchishinda wina anyala,nyasaye
4290,omundu ari  msialo mno kubera si,nyasaye ya yalonga
4290,norula mukelesia okhoya okhole  si,mirimo
4290,inyanga yori mutsishda wina onyala,nyasaye
4297,ing'ombe ni sidu silai avandu vakhola si,vajama
4297,ing'ombe iri nende sina tsimangi,manufaa
4297,ni vilai khuruke si,ing'ombe
4297,okhusia si sia ing'ombe,mavere
4297,kata sina silai osuka mnyumba,onyala
4297,ing'ombe iri nende si sisafi,manufaa
4297,ni vilai kukhola si,khuruke ing'ombe
4303,ing'ombe ni sina,siruke
4303,tsifaida tsia ing'ombe ni si ,mavere
4303,no okusia mavere onyola si,matongolo
4303,mavanga ka ing'ombe ni si,misala
4303,masinga ka ingommbe ni si,imborera
4303,ifaida ya ing'ombe ni si ,mavere
4303,masingo ka ing'ombe ni si ,imborera
4307,ing'ombe ni mruko kua ena ,mudala
4307,inyanga ndala ing'ombe tsiatsia ena ,huaya
4307,tsimbusi tsienya si,vyakuria
4307,tsimbusi tsiekisa ni tsihalaka si,mukoe
4307,vana va tsimbusi vatsia ni vachaka kukhola si ing'ombe,hununo
4307,ing'ombe irukua hena ,mudala
4307,tsimbusi tsihalaka si,mukoe
4310,ing'ombe ni isiro sina khu mundu,mudala
4310,mundu yajama kushughulikia ing'ombe ikona avundi si,pasafi
4310,ing'ombe yajama huria vindu si,ngo vunyosi
4310,ing'ombe ihonyango mundu si,uri nende ishida
4310,ing'ombe ieresia mundu si,mapesa
4310,ing'ombe yajama huria si,vunyosi
4315,simuna ni isolo imenyanga si,musi
4315,vandu vajama khubera si,sivetangasia nula
4315,kuriwo simuna nde wi,kuhu
4315,kuhu yajama wi,simuna
4315,kuhu ari nende indalo si,ingereha
4315,sina simenyanga musi,simuna
4315,khwario simuna nende wi,kukhu
4318,tsing'ombe tsiberesiananga sina esia khunyua,amabere
4318,tsingomb'e tsikholanga endie indalo,tsirimanga
4318,tsing'ombe tsingwetsanga sina khumwalo,amatsi
4318,ni wiina owaayanga tsing'ombe khulukongo,omwayi
4318,abandu bakusianga tsing'ombe khunyola sina,amapesa
4318,sina esia khunyua hurula khu tsing'ombe,amabere
4318,tsing'ombe tsingwetsanga yena amatsi,khumwalo
4318,khubeera sina abandu bakusianga tsing'ombe,khunyola amapesa
4321,ing'ombe ni sindu si,silai
4321,ing'ombe ikola sina indai,ikasi
4321,serikali ikhaya khukula si,tsing'ombe
4321,ing'ombe tsiri aina tsinga,tsibiri
4321,ing'ombe noonyala hukusia noonyola sina,mapesa
4321,ing'ombe ikholanga sina silai ,ikasi
4321,onyola sina nukusia ing'ombe,mapesa
4322,ing'ombe ni sina,isolo
4322,nookusia ing'ombe ireranga sina,amapesa
4322,sina tsingwetsanga amatsi mumwalo,ing'ombe
4322,imbusi iritsanga sina,obunyasi
4322,khubera sina abandu bakusuianga tsimbusi,khunyola amapesa
4322,ing'ombe ni si,isolo
4322,ing'ombe ingwetsanga yena amatsi,mumwalo
4332,esisolo silayi ni sina,eing'ombe
4332,ing'ombe yaayanga ena,musikuri
4332,wiina owaayanga tsing'ombe,omwayi
4332,ing'ombe idwasi ikholanga mirimo sina,irimanga
4332,khubeera tsina abandu baristianga sting'ombe,ili tsikhomere
4332,khubera sina bandu barisianga tisng'ombe ,tsikhomere
4376,winyikhana ofwale sina noori mubandu,tsimaski
4376,abandu baboorerwa mbari beefwale tsimaski nibari yena,khumikhuung'ano
4376,obulware bwa korona bwatsaka omwika sina,2019
4376,obuluare bwa korona bwarula yena,china
4376,khubeera sina tsikanisa nende bikuli biekalwa,khukhayisia sikoko sia korona khuraandala
4376,mundu afwale sina nari mubandu,tsimaski
4376,abandu beefwale sina nibari khumikhuung'ano,tsimaski
